"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000027188"	0.628845791660078	1.78882955982551	1.31012505576752e-05	8.93986385297838e-05
"ENSMUSG00000037031"	0.654518072437527	1.88263726866409	1.31041335421112e-05	8.93986385297838e-05
"ENSMUSG00000034424"	0.643433001174084	6.53210009305643	1.31393341689552e-05	8.95786649832342e-05
"ENSMUSG00000026390"	-1.3976211889666	2.08831397353914	1.31426517954413e-05	8.95786649832342e-05
"ENSMUSG00000044359"	-0.749225977655966	2.15360476623265	1.31519112326866e-05	8.96004284625371e-05
"ENSMUSG00000014813"	2.22301496233053	-0.904908627578547	1.33011839205216e-05	9.05756046593383e-05
"ENSMUSG00000021486"	0.555422181809604	6.91816573610416	1.33429065762752e-05	9.08178479869054e-05
"ENSMUSG00000039145"	-0.681223215375332	5.6013722243594	1.3424053370616e-05	9.12998214651745e-05
"ENSMUSG00000020836"	1.77932727629069	-1.00389140425584	1.34260807191848e-05	9.12998214651745e-05
"ENSMUSG00000005233"	0.979591810626367	2.06932437620967	1.3458704657931e-05	9.14795525990066e-05
"ENSMUSG00000027546"	0.59366961413295	6.34053420911437	1.34658505743856e-05	9.14860225315896e-05
"ENSMUSG00000100691"	0.88503687464862	1.96975896628564	1.35165286374609e-05	9.17881048162289e-05
"ENSMUSG00000056498"	1.50315657603186	-0.691609766856129	1.35329851586162e-05	9.18576244452029e-05
"ENSMUSG00000044641"	-0.584012039097624	2.46695662441022	1.35547633291807e-05	9.19300713130029e-05
"ENSMUSG00000054385"	1.69592139690514	-0.87877007946204	1.35561066567177e-05	9.19300713130029e-05
"ENSMUSG00000051811"	-2.37346227144671	-1.80986595333455	1.35955075270058e-05	9.2154954646111e-05
"ENSMUSG00000021510"	-0.586268891266924	3.1505691695505	1.36042197983222e-05	9.21717093675314e-05
"ENSMUSG00000029169"	-0.511710311327743	6.17945918089057	1.37318869696917e-05	9.29940259249642e-05
"ENSMUSG00000042179"	-6.91132668993502	2.0669724724499	1.37462293165953e-05	9.30484908368984e-05
"ENSMUSG00000006705"	-0.609348994891607	3.39489612994732	1.3869985408382e-05	9.3843190326066e-05
"ENSMUSG00000020069"	-0.614755179126324	3.47565591690213	1.39749230361839e-05	9.45098961741923e-05
"ENSMUSG00000062421"	0.666989969779414	2.95164540889624	1.40290606346193e-05	9.48325975163966e-05
"ENSMUSG00000004933"	1.63785578344422	-0.682141601600756	1.41225756288676e-05	9.54210622316441e-05
"ENSMUSG00000004626"	0.458327697062025	4.89485085119994	1.41360094090481e-05	9.54681568228808e-05
"ENSMUSG00000025872"	0.491620579266405	4.51656688952577	1.41454544548774e-05	9.54882825861697e-05
"ENSMUSG00000051319"	0.987559661365676	2.65666257564113	1.41530937077474e-05	9.54962056022976e-05
"ENSMUSG00000029723"	0.576626109186129	3.20434101369114	1.42576016047072e-05	9.61574318271806e-05
"ENSMUSG00000028873"	1.37292331729702	-0.777003477824952	1.42996392166399e-05	9.63969289045054e-05
"ENSMUSG00000024943"	-0.58121065838106	3.98202785625619	1.45118717924932e-05	9.77428946159172e-05
"ENSMUSG00000035910"	-0.716211641321832	1.40635987183775	1.45125367564459e-05	9.77428946159172e-05
"ENSMUSG00000054764"	1.11953493466089	1.48582230741498	1.46100412700897e-05	9.83547445575319e-05
"ENSMUSG00000005667"	1.35449688438588	0.00869078182678918	1.4744840004016e-05	9.9216987179643e-05
"ENSMUSG00000035455"	2.05596920936814	-1.46397001612197	1.47712552306798e-05	9.9337108560261e-05
"ENSMUSG00000032329"	-0.482913241106873	3.62338418952525	1.47761426883475e-05	9.9337108560261e-05
"ENSMUSG00000027357"	0.584280239563967	6.33242357506636	1.48659823482789e-05	9.98956138690082e-05
"ENSMUSG00000044676"	-0.722548865015376	3.54471096162009	1.49744978280142e-05	0.000100579050895757
"ENSMUSG00000103653"	-1.14313395787881	1.60766342296766	1.50109807507106e-05	0.000100778266221816
"ENSMUSG00000024853"	-0.485058322035085	6.68647779291	1.51153548650018e-05	0.000101415187853962
"ENSMUSG00000063903"	-4.14821403124185	0.450169420046783	1.51195831858108e-05	0.000101415187853962
"ENSMUSG00000035958"	0.557517531427766	4.1223789652137	1.52029587670664e-05	0.000101928143889955
"ENSMUSG00000057229"	-0.486860628075938	4.66019367200676	1.53051794079165e-05	0.000102566923709132
"ENSMUSG00000024736"	0.905420196398736	1.2785878301226	1.54251983917038e-05	0.000103324344782524
"ENSMUSG00000102627"	1.15174036294094	0.199862864873157	1.54340285007707e-05	0.00010333662781341
"ENSMUSG00000078786"	-0.632038020871382	3.14772411560258	1.55526231747361e-05	0.000104083481781084
"ENSMUSG00000058013"	0.537395883892017	3.57599331050119	1.56467177349769e-05	0.000104665770355801
"ENSMUSG00000047067"	0.594316126228335	2.57462516467809	1.57274324567048e-05	0.000105158070342024
"ENSMUSG00000006360"	1.7076360325554	0.716048859900478	1.58544497729812e-05	0.000105959376989562
"ENSMUSG00000000682"	1.13079153197203	2.15073601270001	1.60219734569265e-05	0.000107030550863322
"ENSMUSG00000031659"	0.725485957363962	1.63479933304727	1.61345746903254e-05	0.000107734027204388
"ENSMUSG00000036863"	-0.700700496716203	3.672975102378	1.62045241971027e-05	0.000108152201713153
"ENSMUSG00000025151"	-0.553863401864686	5.95626251182554	1.62156419530875e-05	0.000108177521069152
"ENSMUSG00000024642"	-0.651792993834339	3.1750355190114	1.62542586393744e-05	0.000108386185148334
"ENSMUSG00000043681"	1.24162768012376	1.89519348758988	1.62921586415852e-05	0.000108589884086739
"ENSMUSG00000031600"	-0.472695556411411	6.12191510668733	1.63455812775171e-05	0.000108896813472678
"ENSMUSG00000043439"	-0.935850409531608	0.392896936668623	1.63614150642287e-05	0.000108953156221216
"ENSMUSG00000024474"	-0.449204893703037	6.15109071849159	1.65322160739403e-05	0.000110040933489003
"ENSMUSG00000085001"	-1.64941754759453	-1.26715137218323	1.65416041929225e-05	0.000110053826094354
"ENSMUSG00000037280"	0.934967831016556	0.931878780703955	1.65550184381215e-05	0.00011009348146378
"ENSMUSG00000005718"	-0.93462958587019	1.69045260024556	1.66203609483254e-05	0.000110478276870732
"ENSMUSG00000085939"	3.41756604167732	-2.014700762319	1.67787154663263e-05	0.000111480714097003
"ENSMUSG00000067889"	-0.729302399442895	5.97186506809469	1.6814439360409e-05	0.000111667836939407
"ENSMUSG00000047989"	0.486663614942841	3.82784558248115	1.68297005543508e-05	0.000111718956039443
"ENSMUSG00000029535"	0.631007843728366	3.39000670487147	1.68705150894067e-05	0.000111939581253611
"ENSMUSG00000027227"	0.427919596478404	10.4760914201301	1.688066593518e-05	0.000111956639363542
"ENSMUSG00000031138"	-0.544863638144136	8.19172364859267	1.7135623654361e-05	0.000113596571532725
"ENSMUSG00000002289"	-0.618804233354526	7.41132923756257	1.72839503229709e-05	0.000114528464006407
"ENSMUSG00000002475"	0.46286831725964	6.47627036936184	1.73123014270862e-05	0.000114664884339939
"ENSMUSG00000026656"	-0.53284844094222	5.39208488384307	1.74300755998284e-05	0.000115393194356551
"ENSMUSG00000028521"	0.566005655892849	7.02462552643552	1.74494295260142e-05	0.000115469567248759
"ENSMUSG00000026409"	-0.6186042016853	4.16750107328604	1.75195700554433e-05	0.000115881795664531
"ENSMUSG00000070544"	-0.551237381803058	6.20602754443864	1.76620006691355e-05	0.000116771597978125
"ENSMUSG00000003348"	0.819687877088934	1.54545812652777	1.77222145861495e-05	0.000117117274916075
"ENSMUSG00000022811"	-0.486066636451433	5.51283490594518	1.78466209458488e-05	0.000117886668770208
"ENSMUSG00000053774"	-0.522082467612256	4.94197725761515	1.78558894248376e-05	0.000117895166206907
"ENSMUSG00000036040"	-0.681101362634153	2.45187173390929	1.80275579726196e-05	0.000118975438452007
"ENSMUSG00000059708"	-0.823139546984468	2.12422638492681	1.81231946073088e-05	0.000119553186400157
"ENSMUSG00000034673"	-0.444076406057803	3.69420857139473	1.81461807631236e-05	0.000119651379406847
"ENSMUSG00000071650"	-0.56041607000346	6.93747792936586	1.8244464293059e-05	0.000120232533374963
"ENSMUSG00000005683"	0.43588090647345	6.50449729929503	1.82505984987587e-05	0.000120232533374963
"ENSMUSG00000078899"	-0.59727690785633	3.98628420188299	1.83684698728935e-05	0.000120955104780489
"ENSMUSG00000006998"	-0.404756284271217	7.04248615464789	1.85444842933131e-05	0.000122059729506343
"ENSMUSG00000015869"	0.39488346708637	5.81978083879992	1.87623475208352e-05	0.000123438696161575
"ENSMUSG00000048440"	0.898637021780245	1.12596861093507	1.90470491681819e-05	0.000125255973381143
"ENSMUSG00000022452"	0.586451886849569	5.29114151976358	1.91111170861959e-05	0.000125621361532316
"ENSMUSG00000054766"	-0.437967597850239	6.42012927281977	1.923520046121e-05	0.000126380743243804
"ENSMUSG00000040325"	-0.450324243489755	5.17814406317433	1.93488582422413e-05	0.000127070980986173
"ENSMUSG00000047798"	0.852646065097804	0.797505609730244	1.93766845548929e-05	0.000127197169278119
"ENSMUSG00000027221"	1.73270026274794	-1.38940837793591	1.94204103489882e-05	0.000127402365366876
"ENSMUSG00000022761"	0.53724106116441	4.70929210211634	1.9425194773609e-05	0.000127402365366876
"ENSMUSG00000020444"	0.924382276934429	5.00374545983755	1.96876530897651e-05	0.000129066416394066
"ENSMUSG00000029167"	-1.19513170900776	4.66013324333285	1.9706975514697e-05	0.000129135771229847
"ENSMUSG00000037936"	-0.541351372068848	7.44383116615617	1.97248793528444e-05	0.000129195772967411
"ENSMUSG00000029299"	0.712058416470852	1.78967846676071	1.97336810642373e-05	0.000129196130017192
"ENSMUSG00000017002"	1.48064266767419	0.119427197812106	1.98581243507385e-05	0.000129953255055564
"ENSMUSG00000026358"	1.28279512762986	2.04685137287557	1.99142936135123e-05	0.000130263116329308
"ENSMUSG00000030214"	-0.418751129479273	5.60329034348888	2.0061439373552e-05	0.000131167534106845
"ENSMUSG00000028076"	0.442548379129513	7.41643362447542	2.013899207552e-05	0.00013161633316612
"ENSMUSG00000031839"	0.573618437661085	5.77859800086549	2.02322183577707e-05	0.000132167123018255
"ENSMUSG00000033533"	-0.423212968208322	7.56173449662563	2.0405660937263e-05	0.0001332412077999
"ENSMUSG00000031097"	6.39825024785337	0.0378800645725585	2.07369528542564e-05	0.000135344584028885
"ENSMUSG00000054715"	-0.688170073251403	2.39925361595706	2.07946564130154e-05	0.000135661252305759
"ENSMUSG00000032085"	0.959855020620551	1.90193362204768	2.08773126995618e-05	0.000136140356985663
"ENSMUSG00000058093"	-0.523969067699293	3.41817001165452	2.08886436019133e-05	0.000136154133274607
"ENSMUSG00000097124"	1.83324441032214	-0.671523863303694	2.09699204539833e-05	0.00013662361054492
"ENSMUSG00000033885"	-0.456842549433602	4.66445603165615	2.11237395378513e-05	0.000137565093903908
"ENSMUSG00000029659"	1.827235574396	-0.92708601908644	2.12667772741146e-05	0.00013843556647804
"ENSMUSG00000046546"	0.567651244479569	2.08884469452212	2.13668587487514e-05	0.000139025772563461
"ENSMUSG00000021124"	0.6749975367308	5.41105988980475	2.14446685335065e-05	0.000139470609528794
"ENSMUSG00000021779"	-0.568660977859031	5.15160687183974	2.15317910668631e-05	0.000139975595976042
"ENSMUSG00000051910"	-0.545390402657835	3.97110476489894	2.16294800443959e-05	0.000140548799056633
"ENSMUSG00000030359"	-0.614428730728216	11.7002475786898	2.18521714116732e-05	0.00014193340886122
"ENSMUSG00000112148"	0.932939254707271	2.462355691898	2.19269064497387e-05	0.00014235622341215
"ENSMUSG00000034168"	-0.636735274349155	4.47705898047139	2.20848572513499e-05	0.000143318691389472
"ENSMUSG00000024386"	-0.484927423587679	8.44040811707866	2.21249588322681e-05	0.000143469228932969
"ENSMUSG00000041471"	-0.701640033663352	5.49736356369993	2.21274816187748e-05	0.000143469228932969
"ENSMUSG00000058427"	2.27242976181144	-1.46586275608829	2.21883424996472e-05	0.000143800710276345
"ENSMUSG00000026227"	-0.474899242149403	5.79499067073639	2.22140884692843e-05	0.000143904423987425
"ENSMUSG00000024515"	-0.390928645210091	4.63043603051737	2.2254874724853e-05	0.000144105436074563
"ENSMUSG00000106290"	-0.986864746669826	0.500234426736986	2.2319669107016e-05	0.000144461662011668
"ENSMUSG00000031101"	0.924468635080265	0.125225094190426	2.23560290013705e-05	0.000144616292054627
"ENSMUSG00000062098"	0.537020420207021	2.76338416252196	2.23631422513722e-05	0.000144616292054627
"ENSMUSG00000018920"	0.699999085112688	2.96682901706997	2.25023683380151e-05	0.000145452945449664
"ENSMUSG00000105283"	2.13667928067442	-1.30439529117413	2.26042001230828e-05	0.000146047259762875
"ENSMUSG00000009772"	-0.55420773296603	2.87715810148071	2.27520696719007e-05	0.000146938377373841
"ENSMUSG00000030218"	1.18024951059931	0.61065975505983	2.27776043913709e-05	0.000147038993383107
"ENSMUSG00000020034"	-0.59416297519037	3.95394994276725	2.28012691146548e-05	0.000147127455143491
"ENSMUSG00000029233"	0.463364906907155	3.37929770219556	2.29485645300832e-05	0.000148013230615427
"ENSMUSG00000036641"	0.856792067499569	1.02625791647415	2.29983120356746e-05	0.000148269344725847
"ENSMUSG00000041650"	0.412939921506034	6.45240770950651	2.3042220265616e-05	0.000148487606161932
"ENSMUSG00000044139"	-1.25988113194886	0.969882964830527	2.30914615975525e-05	0.000148740029566442
"ENSMUSG00000028467"	-0.661517581201787	2.55759381163518	2.31162069051802e-05	0.000148834514380781
"ENSMUSG00000027398"	1.5761445752762	0.932724127822146	2.31483082198992e-05	0.000148976258129809
"ENSMUSG00000040596"	-0.571138840175066	3.35418246068937	2.3174147107764e-05	0.000149077592674946
"ENSMUSG00000089774"	-0.804858265642133	2.1028512108802	2.32338020152093e-05	0.000149396280263231
"ENSMUSG00000049130"	0.936596419121766	0.762200064535338	2.32798257691597e-05	0.000149586164152127
"ENSMUSG00000050846"	-0.460178959039495	3.31460917938717	2.32835877715463e-05	0.000149586164152127
"ENSMUSG00000063894"	-0.674345965254797	3.19530385528248	2.34266958249285e-05	0.000150440129275736
"ENSMUSG00000015575"	0.600922710492822	4.38624211028464	2.35625509020255e-05	0.000151246795664023
"ENSMUSG00000095304"	3.53631378018181	-2.13980777668546	2.36636339917716e-05	0.000151829658583174
"ENSMUSG00000020571"	-0.433183566271554	6.66031262752065	2.3722627453285e-05	0.000152142078803742
"ENSMUSG00000001119"	0.745138215797735	3.2392005430194	2.40240490824558e-05	0.000154008335480847
"ENSMUSG00000049775"	0.877854329010539	5.77708811375791	2.40647525221604e-05	0.000154202340456533
"ENSMUSG00000025613"	-0.474976513306318	6.92993730739457	2.44331585905524e-05	0.000156495122455533
"ENSMUSG00000074785"	-0.623053325236981	4.34104134544448	2.45055614898978e-05	0.000156890829304634
"ENSMUSG00000031173"	-0.547379740340821	8.60093990509333	2.45520401392835e-05	0.000157110499140687
"ENSMUSG00000031232"	-0.445381153190979	5.91670270548661	2.45611470897662e-05	0.000157110499140687
"ENSMUSG00000083079"	-6.18114009422219	-1.26138756358078	2.45860081156384e-05	0.000157201445830294
"ENSMUSG00000051716"	-0.455695595495128	7.90812035155564	2.46152559159805e-05	0.000157320350445276
"ENSMUSG00000026305"	-0.408061288036142	5.58350343552197	2.46750813230585e-05	0.000157634494438397
"ENSMUSG00000032187"	0.508459280726175	6.06989092582932	2.48010513620091e-05	0.000158370743025021
"ENSMUSG00000020000"	-5.75925847272696	-1.75192323432487	2.50815995504074e-05	0.000160037326159647
"ENSMUSG00000029467"	-0.633669255200691	7.87371499663477	2.50837109045079e-05	0.000160037326159647
"ENSMUSG00000031176"	0.559204293993872	6.26730073242401	2.51509100625776e-05	0.000160396779630514
"ENSMUSG00000038546"	-0.483101867918141	5.26952921144151	2.5180198257094e-05	0.00016051425475066
"ENSMUSG00000013419"	1.07005871788434	0.350376621254832	2.52133467995053e-05	0.000160656226155605
"ENSMUSG00000031168"	-0.38010195809998	6.95853559369307	2.54767666792526e-05	0.000162264701963157
"ENSMUSG00000022388"	-1.29116585366717	0.74875703026015	2.57357394103826e-05	0.000163843478918686
"ENSMUSG00000072812"	1.93394863611168	-0.34583155935278	2.58237008502768e-05	0.000164332641774489
"ENSMUSG00000026177"	0.662665591408696	2.82129669501372	2.63488936471272e-05	0.000167602566394517
"ENSMUSG00000024979"	1.68019476194949	-1.07821877045426	2.65321622398933e-05	0.000168695667793037
"ENSMUSG00000039967"	-0.628757987317634	4.44616856229038	2.67089088939487e-05	0.000169746378813951
"ENSMUSG00000022604"	-0.73189622262631	1.73973598671809	2.67465976820591e-05	0.00016991279473721
"ENSMUSG00000063047"	-0.57922441347204	2.34355412418117	2.6832166991354e-05	0.000170383106819561
"ENSMUSG00000042133"	-0.533875394337929	5.16342900409432	2.70311532398608e-05	0.000171572897873977
"ENSMUSG00000053253"	0.501218769597477	5.29249868973242	2.72249911512949e-05	0.000172729003137726
"ENSMUSG00000031373"	0.679306953849699	1.64737182801771	2.72483486180566e-05	0.000172802966547315
"ENSMUSG00000024982"	-0.377214859580627	6.18540598407883	2.73348851955548e-05	0.000173277362376972
"ENSMUSG00000020277"	0.578730379065212	4.73033920630668	2.73751455282476e-05	0.00017345812932313
"ENSMUSG00000022550"	-0.726824403755549	3.73894154900899	2.74602089734057e-05	0.000173922507091425
"ENSMUSG00000006373"	0.46392280838613	10.4648259688357	2.75532251414867e-05	0.000174436834693424
"ENSMUSG00000040828"	-1.64448995161754	-0.755330780056154	2.79783759002163e-05	0.000177052533010366
"ENSMUSG00000074807"	0.63986671037882	2.68761487127196	2.80101711943123e-05	0.000177177828068519
"ENSMUSG00000001555"	1.00791681198719	0.261600035111516	2.80384297341765e-05	0.000177280653755902
"ENSMUSG00000040462"	-0.506550926362832	7.84897597805643	2.80713456403752e-05	0.000177412826319359
"ENSMUSG00000026853"	0.510952208891317	6.96518223036016	2.8133807745972e-05	0.000177731539952098
"ENSMUSG00000069727"	-0.732359786511536	1.38846911712189	2.81683976105884e-05	0.000177873977216072
"ENSMUSG00000063065"	0.479554186985219	5.18732377843202	2.82496533508778e-05	0.000178310846150626
"ENSMUSG00000030339"	0.525390206812201	6.36315330563005	2.82663530292407e-05	0.000178340040257106
"ENSMUSG00000020143"	0.74374375406138	2.23776742489543	2.84087398697887e-05	0.000179161865019974
"ENSMUSG00000022912"	-0.66996865595167	6.39696308812061	2.84674637769859e-05	0.00017945558684852
"ENSMUSG00000015305"	-0.530036921844817	5.25238214745306	2.85831278616791e-05	0.000180107849196673
"ENSMUSG00000048865"	0.617478145165354	2.04670639927082	2.87877362826825e-05	0.000181319771810329
"ENSMUSG00000028538"	0.467786772124803	6.00220746083166	2.88237877002315e-05	0.000181469456237178
"ENSMUSG00000049577"	-0.593289235925339	5.19561228134699	2.88390247635557e-05	0.00018148802546132
"ENSMUSG00000024197"	0.534025633151864	5.02304493816862	2.91506820292112e-05	0.000183371198284263
"ENSMUSG00000054072"	-0.784581153677568	7.90823649803917	2.92199991624377e-05	0.000183728985793617
"ENSMUSG00000061613"	-0.416304467738733	5.35380341132119	2.92538166645754e-05	0.000183863349845012
"ENSMUSG00000024712"	0.425720911674469	5.6989573560236	2.93228243789233e-05	0.000184218679743385
"ENSMUSG00000102037"	1.41889790443427	-0.670650333637931	2.94458782072571e-05	0.000184913104218192
"ENSMUSG00000094800"	1.39220348122705	0.791065761736336	2.97422772466941e-05	0.000186695042470749
"ENSMUSG00000038803"	0.727900461937852	5.11251089488298	2.97725007322525e-05	0.00018680536780602
"ENSMUSG00000108435"	1.10622286466419	1.38828178623726	2.98785873528819e-05	0.000187391394990261
"ENSMUSG00000031270"	2.23621092278918	-1.49785218234701	3.01330970809213e-05	0.000188907404025979
"ENSMUSG00000006342"	0.748628201211104	0.97264978910289	3.02541851476364e-05	0.000189586047785571
"ENSMUSG00000101856"	0.790475370313324	1.045362467726	3.0286514459429e-05	0.000189654125705691
"ENSMUSG00000023341"	-0.816585581686705	1.42981481337695	3.02907300297715e-05	0.000189654125705691
"ENSMUSG00000034430"	-0.546216217182922	3.72378240128303	3.05037675750527e-05	0.000190907053848953
"ENSMUSG00000057342"	-0.565518786892568	5.08619673243784	3.0696620953442e-05	0.000192032652046734
"ENSMUSG00000015971"	-0.35619529017057	4.51674271719494	3.08072402790222e-05	0.000192643073209635
"ENSMUSG00000003038"	0.639188283591663	5.07141098357195	3.08313685552084e-05	0.000192712362911734
"ENSMUSG00000034163"	-0.717658052987986	4.24678319873209	3.08926031716244e-05	0.000193013430137433
"ENSMUSG00000016319"	0.377243361994716	8.64891960147314	3.11133361629325e-05	0.000194310348890703
"ENSMUSG00000053007"	1.42010904702349	-0.895260031252694	3.12038276749692e-05	0.000194793125426583
"ENSMUSG00000056899"	0.766938842603997	4.04776494597738	3.15832938549934e-05	0.000197078686201205
"ENSMUSG00000047180"	0.729748807971206	2.07256752428152	3.16555613510233e-05	0.000197446216703807
"ENSMUSG00000097762"	1.01127178916136	1.61143390360227	3.18384381904332e-05	0.000198503052795567
"ENSMUSG00000054630"	-0.551120211741048	9.64063138604335	3.20732129164935e-05	0.000199882428175784
"ENSMUSG00000060923"	1.22893674693891	0.842969103919678	3.22147224048525e-05	0.000200679649902856
"ENSMUSG00000021108"	0.55261777591477	2.59781225981719	3.2473696140691e-05	0.000202207627317878
"ENSMUSG00000010751"	1.1295350441332	0.444624589985553	3.25178205961145e-05	0.000202397054447792
"ENSMUSG00000048264"	-0.623434203232125	4.42782208770167	3.26012581928711e-05	0.000202830911334754
"ENSMUSG00000025188"	0.705447290193331	2.91225288826105	3.26544737851179e-05	0.000203076453813134
"ENSMUSG00000019478"	0.419399452219177	4.65064895263736	3.27715998022345e-05	0.000203719077895203
"ENSMUSG00000026321"	1.00809407463881	0.434153907003027	3.28164898467623e-05	0.000203912307545931
"ENSMUSG00000020604"	0.848001752669987	4.28723549890335	3.28980709761181e-05	0.000204333266744014
"ENSMUSG00000062627"	-0.504675227929621	3.65488849356415	3.30528093037893e-05	0.000205208067850764
"ENSMUSG00000056211"	-0.495207018648499	4.65402451988105	3.33995549743049e-05	0.000207273708811127
"ENSMUSG00000078453"	0.769494615980484	3.01317092638364	3.35193851232855e-05	0.000207929995073888
"ENSMUSG00000033898"	-0.555877898277786	9.17994527977391	3.36075228035079e-05	0.000208389215704371
"ENSMUSG00000039196"	0.647706531912851	9.11857450034759	3.37352776833218e-05	0.000209093601083786
"ENSMUSG00000028224"	-0.532211869645981	4.24401843365264	3.4284811140666e-05	0.00021241051197468
"ENSMUSG00000020098"	0.537269664504928	6.63454428372634	3.44195075310088e-05	0.000213155608483438
"ENSMUSG00000032064"	-0.567008698351534	3.65549447429361	3.44620022991057e-05	0.000213329326889267
"ENSMUSG00000112880"	-1.23844614881225	-0.649895738506043	3.44835478506885e-05	0.000213373272624495
"ENSMUSG00000047517"	-3.56195367444061	1.58520433222831	3.46330122907088e-05	0.000214208371664058
"ENSMUSG00000045268"	-0.587631039147145	2.2745037931771	3.46605124659694e-05	0.000214288727133683
"ENSMUSG00000027879"	0.496130407229978	5.62501145498575	3.48483353199416e-05	0.000215359796098551
"ENSMUSG00000040855"	-0.546032890365134	5.47678977300515	3.52384906944363e-05	0.000217679844231211
"ENSMUSG00000022838"	1.6811620036087	-1.35543636991744	3.53837537934779e-05	0.000218485804151199
"ENSMUSG00000036687"	0.663168261199228	4.00592932509932	3.55869859485939e-05	0.000219648885274021
"ENSMUSG00000066170"	-1.32164596833949	-0.503773744004923	3.57318948132869e-05	0.000220451163906536
"ENSMUSG00000004341"	1.4026517371118	-0.832926139671668	3.60923628688636e-05	0.000222582129258086
"ENSMUSG00000070461"	-0.879773804258446	0.490722798789341	3.62634834553297e-05	0.00022354409458899
"ENSMUSG00000063488"	-0.529754606435392	3.96614022767398	3.6295944654326e-05	0.000223650856297203
"ENSMUSG00000038151"	1.21442942734562	-0.513585480558445	3.64472349616742e-05	0.00022448943302082
"ENSMUSG00000036822"	-0.458836496863708	5.20721759057391	3.65024569813968e-05	0.000224735843941322
"ENSMUSG00000002032"	-0.854911927384606	3.60246038231305	3.65363317716177e-05	0.000224850675111164
"ENSMUSG00000051316"	-0.675104521941768	2.27379299310277	3.65779172430492e-05	0.000224957360270773
"ENSMUSG00000096617"	2.06299973631578	-0.779798875635984	3.65841285965063e-05	0.000224957360270773
"ENSMUSG00000037594"	1.36328472895929	-0.464413969290324	3.66147504283506e-05	0.000225051961642421
"ENSMUSG00000004677"	0.557782483867126	5.0674905508697	3.6793259325563e-05	0.00022605509161338
"ENSMUSG00000038594"	-0.543371205772184	5.34149352737512	3.68812135258228e-05	0.000226501257287486
"ENSMUSG00000023433"	-6.22866555682881	1.09406853797574	3.7086605751251e-05	0.000227667982936815
"ENSMUSG00000060550"	-0.655285676629198	4.14927473875257	3.71154371131664e-05	0.000227750314151004
"ENSMUSG00000023262"	-0.450768835358537	4.30509309538495	3.72508892494438e-05	0.000228486559059088
"ENSMUSG00000024937"	0.602856251208023	2.86475097585849	3.73994221605361e-05	0.000229302393238322
"ENSMUSG00000023249"	0.551124768042317	4.55799914025001	3.74409556346175e-05	0.0002294297338962
"ENSMUSG00000000552"	0.550036175458677	3.39554101629289	3.74512585256424e-05	0.0002294297338962
"ENSMUSG00000024696"	1.00161029036366	0.571821487206742	3.76578529546521e-05	0.000230599704867418
"ENSMUSG00000041891"	-0.453316421138227	7.92579246390753	3.76837612303826e-05	0.000230662724149503
"ENSMUSG00000032582"	-0.534185900107083	4.65951122854896	3.79103186131498e-05	0.000231953357877474
"ENSMUSG00000005103"	0.403981599797526	5.69441096851868	3.794311171156e-05	0.000232057871627222
"ENSMUSG00000029475"	0.483855810501191	3.25040752282019	3.79780424932109e-05	0.00023217536739434
"ENSMUSG00000020186"	-0.73201393781623	4.05324960491213	3.81588949668749e-05	0.000233184476069815
"ENSMUSG00000061143"	-0.871738747620833	1.35742658855405	3.82154716985587e-05	0.000233433629854306
"ENSMUSG00000036083"	-0.409856291569635	4.9198221296057	3.82747065038429e-05	0.000233698807383943
"ENSMUSG00000017300"	7.38763607345921	-0.211537960075095	3.83487579068958e-05	0.000233966575884349
"ENSMUSG00000028497"	0.809495134465055	1.31481569456965	3.83502423978341e-05	0.000233966575884349
"ENSMUSG00000074398"	-1.3866663087354	1.14500348525475	3.83681468519283e-05	0.00023397916143806
"ENSMUSG00000025602"	0.97588545326693	-0.0101668767126404	3.85276547129943e-05	0.00023485491543992
"ENSMUSG00000043090"	-0.712351310329513	3.0848932818501	3.8544734414459e-05	0.000234862098721766
"ENSMUSG00000028792"	0.432359198372488	7.62334957432913	3.86237108621876e-05	0.000235246271931757
"ENSMUSG00000053470"	-0.471311821166678	3.84958038609755	3.86594137843453e-05	0.000235319376671162
"ENSMUSG00000062861"	0.939257825582675	0.696185843511116	3.86675780081861e-05	0.000235319376671162
"ENSMUSG00000074476"	0.755233664734717	3.20806254318581	3.88887454138481e-05	0.000236567862340418
"ENSMUSG00000020061"	5.93099620382801	-0.10813079162385	3.89256577010625e-05	0.000236646390016301
"ENSMUSG00000041408"	-0.542905727854836	6.72007890961297	3.89336985605695e-05	0.000236646390016301
"ENSMUSG00000073565"	-0.509268086649537	5.47509331061268	3.89593635063778e-05	0.00023670497695977
"ENSMUSG00000052609"	-0.678015719241949	4.97477390388766	3.92409803372331e-05	0.000238317960354002
"ENSMUSG00000023169"	0.747666038956616	1.13519365596739	3.94262611584951e-05	0.000239344791332089
"ENSMUSG00000038014"	-0.446146076439115	7.55254571995575	3.94519995200193e-05	0.000239402642937833
"ENSMUSG00000074364"	0.656250491285197	1.84562479933647	3.96446027527388e-05	0.000240472600680884
"ENSMUSG00000031379"	-0.447134151778378	4.32208522574077	3.98087340457737e-05	0.000241369048380984
"ENSMUSG00000024949"	-0.485232482564233	6.08771918443673	3.99700687739801e-05	0.000242214666822954
