"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000022109"	-0.104222718738922	3.30365549995783	0.45235675377842	0.583508645782038
"ENSMUSG00000075701"	-0.0850155385174156	5.63172342841676	0.452387102427225	0.583508645782038
"ENSMUSG00000044211"	-0.261878391798114	-1.01282265356914	0.452511748813512	0.583618453543099
"ENSMUSG00000063015"	0.0805307798988609	7.76929744656202	0.452696369773307	0.583777949636585
"ENSMUSG00000058325"	-0.106678211803804	4.49704762799253	0.452714464125758	0.583777949636585
"ENSMUSG00000040883"	0.14923936970983	6.92905585880069	0.452765890914887	0.583793296273495
"ENSMUSG00000030695"	-0.11829933448324	6.43772265834357	0.452852423853938	0.583850922742408
"ENSMUSG00000020752"	-0.0986858608372714	3.29812580112869	0.452918694973909	0.583850922742408
"ENSMUSG00000005677"	-0.119483537773269	7.67301844626751	0.453004149724154	0.583850922742408
"ENSMUSG00000026563"	0.0886946476833868	3.10641194433897	0.453013316886132	0.583850922742408
"ENSMUSG00000042389"	0.130398087093197	2.06873184468574	0.453055370632815	0.583850922742408
"ENSMUSG00000024247"	0.114240514246383	3.56534502358193	0.453059005171025	0.583850922742408
"ENSMUSG00000091649"	0.340407180958662	-0.205970283407664	0.45308729021486	0.583850922742408
"ENSMUSG00000030929"	-0.1149029991344	2.80583390840079	0.453232364717514	0.583986916765043
"ENSMUSG00000028618"	0.0747768699444261	7.46162762662812	0.453377444725115	0.58412289415474
"ENSMUSG00000063556"	0.647923247138506	-0.79650684711082	0.453417657092713	0.58412375013165
"ENSMUSG00000052331"	-0.10262172225859	2.70780216161564	0.453629416505565	0.584258141887231
"ENSMUSG00000093769"	-0.545758444888784	0.383555823739147	0.453639882592608	0.584258141887231
"ENSMUSG00000029076"	0.0899395642334065	7.01670556620091	0.453640648013728	0.584258141887231
"ENSMUSG00000031618"	-0.160996573925465	3.69980707341353	0.453707165949649	0.584292862592756
"ENSMUSG00000097482"	0.249792989898019	0.122983913283611	0.45377561721031	0.584330066800025
"ENSMUSG00000038299"	-0.0833937387955555	4.76372255054534	0.453870911733155	0.584401827765556
"ENSMUSG00000039623"	-0.119149780786563	3.0673648368225	0.454105689381685	0.584611733554121
"ENSMUSG00000005625"	-0.119925862087913	6.2385801231851	0.454113095400571	0.584611733554121
"ENSMUSG00000097440"	0.268241517293273	-1.07852790328742	0.454260172174563	0.584699659748418
"ENSMUSG00000094936"	-0.102509963802927	3.76323513337105	0.454260568423365	0.584699659748418
"ENSMUSG00000031381"	-0.105169364511857	2.62925862167286	0.45442081562652	0.58485495353814
"ENSMUSG00000050556"	-0.140977679619029	2.21975273326885	0.454632408140999	0.585076297659889
"ENSMUSG00000021177"	0.132857667889644	1.34523978327619	0.454984849151076	0.585478848402282
"ENSMUSG00000085741"	-0.21714753029989	0.210420342331529	0.455038074508334	0.585496328991036
"ENSMUSG00000019929"	0.0874300221307885	7.59895021897141	0.455180859320897	0.585606790265785
"ENSMUSG00000037104"	0.0904611061305659	2.61177248523737	0.455203219975726	0.585606790265785
"ENSMUSG00000043716"	-0.12551489737112	7.67467924499243	0.455370816246032	0.585771377456358
"ENSMUSG00000111737"	-0.561307398289236	-1.63170705991332	0.45543793914164	0.58580670217905
"ENSMUSG00000035521"	0.0924510914950006	4.3782062231177	0.456059221748612	0.586554746188349
"ENSMUSG00000036672"	0.17421238407822	0.282696736114839	0.456239727588769	0.586607224646262
"ENSMUSG00000056290"	0.269548289287907	-0.748564953233073	0.456316472136394	0.586607224646262
"ENSMUSG00000022394"	0.0935562102431933	3.97584219837155	0.45637592946347	0.586607224646262
"ENSMUSG00000052738"	0.0837936084132313	7.79623619649748	0.456400715316589	0.586607224646262
"ENSMUSG00000053925"	0.253861199136345	-0.614265175518689	0.456416553676777	0.586607224646262
"ENSMUSG00000023033"	0.337570564479116	-0.940355804525594	0.45644106344679	0.586607224646262
"ENSMUSG00000079658"	0.11662784312153	4.65651804423551	0.45645510061393	0.586607224646262
"ENSMUSG00000000266"	-0.122990036990624	3.15954438865168	0.456468924602854	0.586607224646262
"ENSMUSG00000020152"	0.100569358695783	6.88852251394218	0.456476958672401	0.586607224646262
"ENSMUSG00000019863"	0.106891683597373	1.74833183190878	0.456497186193916	0.586607224646262
"ENSMUSG00000043257"	0.117034440383425	2.32364468711571	0.45678146191271	0.586921460848258
"ENSMUSG00000043683"	-0.0845742385317528	5.06687994012093	0.456956703166454	0.587095555477429
"ENSMUSG00000042942"	-0.273654562487617	-0.853573277221038	0.457032062516678	0.587141303241831
"ENSMUSG00000059689"	0.10838548074515	3.30231268247008	0.457314902395075	0.587453566565948
"ENSMUSG00000075704"	0.0877999776729696	4.39583941944695	0.457355348683222	0.587454430824522
"ENSMUSG00000029647"	-0.0833370882712444	4.13529326051627	0.457518768990445	0.587613236346858
"ENSMUSG00000026087"	0.0974250039966413	4.74245372044561	0.45755991674051	0.587614987414775
"ENSMUSG00000031668"	0.109809630893577	4.15057726898203	0.457639773701561	0.587666445624418
"ENSMUSG00000021143"	-0.0951023635510286	4.14948612694693	0.457684360853163	0.587672607998019
"ENSMUSG00000028540"	-0.153685741976534	1.14181695637642	0.457890180487024	0.58788577588607
"ENSMUSG00000048916"	-0.171959188971664	0.239638628576519	0.45796787372132	0.5878953739136
"ENSMUSG00000005125"	0.0918669618957762	3.89098138887732	0.458006189561325	0.5878953739136
"ENSMUSG00000029119"	-0.107378590480174	5.9064427169685	0.458017066189831	0.5878953739136
"ENSMUSG00000001249"	0.103835746486251	8.04316037843815	0.458258157733946	0.588153718259505
"ENSMUSG00000023106"	-0.0848233949142149	5.29392375796851	0.458316975029126	0.588178097243913
"ENSMUSG00000033669"	0.1547793509744	0.620236431198357	0.459244615488154	0.589317373654217
"ENSMUSG00000031958"	0.0883649288933388	7.27917022085831	0.459356405307554	0.589409617443538
"ENSMUSG00000026150"	0.0930124379428764	4.62529944552156	0.459619706669038	0.589696235884442
"ENSMUSG00000040997"	-0.0850858930751323	5.24099692076309	0.459666608941962	0.58970483853771
"ENSMUSG00000022748"	0.172361055028964	1.7095515076428	0.459706263434204	0.58970483853771
"ENSMUSG00000002635"	0.125243322956779	2.26871575788764	0.45989372939152	0.589894084508272
"ENSMUSG00000089844"	0.239177309977193	-1.16566599972035	0.460233232746533	0.590195803416521
"ENSMUSG00000021474"	0.0730662509204793	6.99727840053609	0.460248563321427	0.590195803416521
"ENSMUSG00000028073"	-0.128779812212325	2.95676181633648	0.46024883302312	0.590195803416521
"ENSMUSG00000050192"	0.237352837096157	-0.778385387254474	0.460354296195715	0.590279794670605
"ENSMUSG00000045410"	0.0850883657645259	5.06898437169847	0.460420945873066	0.590314007859825
"ENSMUSG00000005262"	-0.0724873843766933	4.76727198882303	0.460559503624218	0.59040252752149
"ENSMUSG00000097412"	-0.107787797109524	2.10903594724545	0.460569933791646	0.59040252752149
"ENSMUSG00000011114"	0.0953849758750058	5.14189412414638	0.460734434833694	0.590562145491075
"ENSMUSG00000053414"	-0.182999746488801	1.00240358321642	0.460922689911332	0.590748999389041
"ENSMUSG00000060708"	0.104470329176756	2.72175288470094	0.460960204330311	0.590748999389041
"ENSMUSG00000034177"	0.128261036913467	3.94844435282298	0.461279702888574	0.591080608857548
"ENSMUSG00000098371"	-0.561755574576143	5.29867349723233	0.461317592457646	0.591080608857548
"ENSMUSG00000097177"	-0.130137511142031	0.80957974979003	0.461339015498294	0.591080608857548
"ENSMUSG00000113683"	-0.345894786732839	-0.229414702223393	0.461411682662705	0.591122434983794
"ENSMUSG00000099041"	-0.244029719489288	2.05603172879415	0.461594772002388	0.591305705331767
"ENSMUSG00000020919"	-0.0951537165834996	5.61487376161286	0.461801610736945	0.591503857086037
"ENSMUSG00000107810"	0.348915129728292	-1.13227647763466	0.461829551788503	0.591503857086037
"ENSMUSG00000062115"	0.119707725073887	3.18299309548079	0.461935138315144	0.591552528454105
"ENSMUSG00000032504"	-0.0812535577656289	7.12957487013454	0.461947654921438	0.591552528454105
"ENSMUSG00000055553"	0.0991160148224227	4.85795516601956	0.462232885604017	0.591866469039561
"ENSMUSG00000030868"	0.0671329720095591	4.2141531235226	0.462330583890958	0.59194025000602
"ENSMUSG00000090015"	-0.191435360996607	0.743867124913927	0.46286107776129	0.592568095565074
"ENSMUSG00000058503"	0.106023378255256	2.97181158575492	0.463001462271695	0.592696446329774
"ENSMUSG00000032437"	0.0793788410503505	6.88044829653146	0.463448891512107	0.5932177942312
"ENSMUSG00000005299"	0.0671742353790246	6.22865986950962	0.463641506152071	0.593412915586316
"ENSMUSG00000031320"	-0.0916463678434323	7.3973272048019	0.463715159650641	0.593455758429942
"ENSMUSG00000097614"	-0.749756033127908	-1.05481709988985	0.463817864082205	0.593492789152686
"ENSMUSG00000063801"	0.0774253224341799	4.29995682026576	0.463824459389943	0.593492789152686
"ENSMUSG00000068740"	0.298817707935909	-0.730089970943022	0.463914097031867	0.593538087723158
"ENSMUSG00000039294"	-0.106316685265771	2.67776307324873	0.463940231737566	0.593538087723158
"ENSMUSG00000066571"	-0.0830587062780612	4.32482083900286	0.463987630167346	0.593547314877161
"ENSMUSG00000021311"	-0.122242425021171	3.12089773248882	0.464117859036339	0.593662490514135
"ENSMUSG00000067274"	0.158815887000234	8.24087306077031	0.464181304238236	0.593692229269028
"ENSMUSG00000038156"	-0.152689459812677	0.309437747952014	0.464356179133641	0.593864470153596
"ENSMUSG00000026174"	-0.0809436400498959	3.75429354846681	0.464647242836197	0.594185262051137
"ENSMUSG00000017412"	0.297997308686481	-0.585285275172571	0.464913641360527	0.594453855848714
"ENSMUSG00000035953"	0.0848090962759685	3.43292637389945	0.4649377754072	0.594453855848714
"ENSMUSG00000040026"	0.184325617178716	0.947916281164622	0.465062870955261	0.594562330477729
"ENSMUSG00000003452"	0.221411238041948	-1.01208422342597	0.465311846734148	0.594829148023486
"ENSMUSG00000021221"	0.213718050517837	-0.323466986575331	0.465410711671461	0.594901252693883
"ENSMUSG00000029550"	-0.112739495454818	3.769310017347	0.465474205576221	0.594901252693883
"ENSMUSG00000034906"	0.395392052775251	-1.2141649053271	0.465489084453839	0.594901252693883
"ENSMUSG00000032290"	0.114899458120196	4.26919852789049	0.465869460917437	0.595334874350466
"ENSMUSG00000081603"	-0.279875097850827	-0.814394106713621	0.465936121053235	0.595334874350466
"ENSMUSG00000099481"	0.13179690695988	1.30656349526747	0.465949299085402	0.595334874350466
"ENSMUSG00000057895"	0.255196661048113	-0.412880818209185	0.466093031418257	0.595467007529423
"ENSMUSG00000020196"	0.114044433239415	4.10425898359283	0.466308077808154	0.595672508266037
"ENSMUSG00000040488"	0.122891698463213	4.98583684090997	0.466334543878144	0.595672508266037
"ENSMUSG00000074629"	0.345135252820832	-1.14421294851439	0.466544079501779	0.59584912390267
"ENSMUSG00000029617"	0.0794832630044952	4.9003147437693	0.466553494782287	0.59584912390267
"ENSMUSG00000026596"	-0.10205789326582	3.37116493378167	0.466805477376901	0.596089544747823
"ENSMUSG00000075581"	0.627737714096835	-2.28686283592081	0.466822462024243	0.596089544747823
"ENSMUSG00000029561"	0.172905203142637	2.17358587107155	0.466907114142501	0.596108921041644
"ENSMUSG00000048572"	-0.174604989153635	-0.0340579936438022	0.466918355283059	0.596108921041644
"ENSMUSG00000044768"	-0.113019860491573	4.05690934421659	0.467033323185324	0.596165517054769
"ENSMUSG00000022309"	-0.186088144137268	0.0327057192044058	0.467043412176082	0.596165517054769
"ENSMUSG00000017721"	0.10680147951046	5.65560941642845	0.467124177764037	0.596217084823266
"ENSMUSG00000025235"	-0.157780414978977	1.19999197946203	0.467209524534754	0.596274490398195
"ENSMUSG00000038437"	-0.109214853946589	4.29659380251487	0.46731857807343	0.596362139117381
"ENSMUSG00000024969"	0.0890143457348362	3.88555293337388	0.467609944352283	0.596682408473712
"ENSMUSG00000044982"	0.132397193154888	2.06474879244213	0.467799317712174	0.59687177402551
"ENSMUSG00000018858"	0.117454982356911	4.30220887710779	0.467848354934249	0.59687177402551
"ENSMUSG00000003955"	0.115946826852946	5.18294057500873	0.467879580207675	0.59687177402551
"ENSMUSG00000031965"	0.143816527661109	1.68973000765935	0.467939278081981	0.596896375962593
"ENSMUSG00000028483"	-0.152559328148669	1.70929491529138	0.4679919320037	0.596911989265514
"ENSMUSG00000032028"	0.126023420733264	3.41361455317983	0.468423696243468	0.59741110383525
"ENSMUSG00000036372"	0.146684166066581	3.67205130145093	0.468483291581823	0.597435522074212
"ENSMUSG00000084974"	0.516757887107276	-1.95734944629712	0.468565215922035	0.597474783361346
"ENSMUSG00000024992"	0.231214064906002	-0.144739344181915	0.468594982427748	0.597474783361346
"ENSMUSG00000037827"	0.355485642462129	-1.39213767607518	0.469020921460756	0.597944064217596
"ENSMUSG00000079484"	0.079507836320352	5.47100394247988	0.469074969059331	0.597944064217596
"ENSMUSG00000058594"	-0.0678147245629494	4.36751746315519	0.469084486939017	0.597944064217596
"ENSMUSG00000000439"	0.0699599934635465	4.35544825793417	0.469202345900838	0.598042686309577
"ENSMUSG00000045930"	-0.100858877928965	3.81748906338423	0.469259452500076	0.598053472346822
"ENSMUSG00000041797"	-0.124691564056134	1.79605368460278	0.469328571832404	0.598053472346822
"ENSMUSG00000057425"	0.334168942155513	0.0407597712560034	0.469332281514693	0.598053472346822
"ENSMUSG00000046159"	-0.228332149489997	-0.334219381218248	0.469557047107582	0.598288266544082
"ENSMUSG00000089872"	-0.114029192567299	3.1029810590873	0.469827995257636	0.598581858876501
"ENSMUSG00000034587"	0.238397303099903	-0.800029900941121	0.469897486502073	0.59861875760183
"ENSMUSG00000024604"	-0.0693655660005335	3.87742727069187	0.469996132075979	0.598692787474102
"ENSMUSG00000112640"	-0.246815820200315	0.410282683208073	0.470103587540882	0.598755063793534
"ENSMUSG00000053182"	0.495763028606072	-1.61215575306869	0.470126098497875	0.598755063793534
"ENSMUSG00000091512"	0.106387087746333	3.62120697600925	0.470407097472787	0.599061288987158
"ENSMUSG00000024193"	0.112818927543864	3.40078450907711	0.470668226231374	0.599342158930718
"ENSMUSG00000029392"	0.13081110558954	1.28623301839687	0.470730306748745	0.599369537127497
"ENSMUSG00000103088"	-0.256966396794518	-0.241705173537694	0.471062187619254	0.599740411269406
"ENSMUSG00000049891"	0.42186378824686	-1.44278821933641	0.47120807778113	0.599874444822211
"ENSMUSG00000021318"	0.304736118419844	-0.897534714602412	0.471359130929126	0.600015027477651
"ENSMUSG00000047242"	0.203171925500781	0.0328894480351008	0.471605478571034	0.600276880256306
"ENSMUSG00000070371"	0.150000842608972	1.81349435205852	0.471666060320956	0.600302258590308
"ENSMUSG00000060152"	0.118029631339427	3.94367262750134	0.471723657120714	0.600323833850849
"ENSMUSG00000085622"	-0.195645454412016	0.204126615938055	0.471837554270188	0.600417048037449
"ENSMUSG00000039740"	-0.0880932966506373	3.72066328184145	0.472033612341627	0.600614787584927
"ENSMUSG00000081604"	0.299174125231878	-0.267337187842729	0.472282428825404	0.600815119440869
"ENSMUSG00000073640"	0.299175068043065	-0.267337187842729	0.472290449783187	0.600815119440869
"ENSMUSG00000025317"	0.0923836993426674	5.30295845578764	0.472322395498507	0.600815119440869
"ENSMUSG00000022856"	-0.116004546441055	2.89795143917727	0.47235376891993	0.600815119440869
"ENSMUSG00000075279"	0.270032210005123	-0.50558478303242	0.472457678301095	0.600895540214172
"ENSMUSG00000061273"	0.0912487630602807	5.14035926986514	0.472537786885944	0.600945678689977
"ENSMUSG00000023961"	-0.0914511717148979	3.50431722351799	0.472598905214892	0.600971659924577
"ENSMUSG00000050188"	0.140685089639644	2.82446353841959	0.472786123817177	0.60115797596244
"ENSMUSG00000002814"	-0.109313302731012	2.2372101065233	0.472908384873044	0.60126167208185
"ENSMUSG00000078851"	-0.119990221035537	1.09481587617896	0.473479366386553	0.601935810081717
"ENSMUSG00000099241"	-0.376600608376676	-1.40500693939427	0.473543891397891	0.601950806802122
"ENSMUSG00000028232"	-0.094842845434376	2.95058765461206	0.473579787333666	0.601950806802122
"ENSMUSG00000053113"	0.20624493508968	2.3497302632083	0.47367072199698	0.601950806802122
"ENSMUSG00000106099"	0.325361119352095	-1.35822807983024	0.473685587827579	0.601950806802122
"ENSMUSG00000097443"	0.309019790978807	-1.45734692563252	0.473694937539679	0.601950806802122
"ENSMUSG00000033216"	-0.0912615978083873	4.7371766294567	0.474088890485696	0.602399596737245
"ENSMUSG00000034501"	0.100042335857022	2.12808575741029	0.474202708870959	0.602492387959059
"ENSMUSG00000047515"	0.35126772040302	-1.07203704895367	0.474504531586284	0.602824009249046
"ENSMUSG00000031375"	0.0728686032177269	6.47852651379363	0.474724716930302	0.603051867984911
"ENSMUSG00000108371"	-0.36514042788804	-1.26413370720123	0.475012923760415	0.603226174927425
"ENSMUSG00000025026"	-0.0776611913137188	4.03459560341678	0.475018187513041	0.603226174927425
"ENSMUSG00000037349"	-0.171673148745053	1.51874114161267	0.475020856191778	0.603226174927425
"ENSMUSG00000032536"	0.0921291237300598	6.20203566846823	0.475025297263432	0.603226174927425
"ENSMUSG00000038372"	-0.143368955620022	-0.108995982592279	0.475290397237436	0.603510932530685
"ENSMUSG00000078716"	-0.147480084011208	1.72763447773376	0.475777885011001	0.60407799893514
"ENSMUSG00000070044"	-0.0884151891099763	4.28305776577167	0.475860488863197	0.604130945548343
"ENSMUSG00000023032"	-0.261771199352805	-0.354547454666049	0.476043795107288	0.604291986270046
"ENSMUSG00000016757"	0.0882302874231995	2.84371027485478	0.476069163997174	0.604291986270046
"ENSMUSG00000039997"	-0.104967082506026	3.29088210790087	0.476305565021883	0.604540104440423
"ENSMUSG00000005505"	-0.102334565675853	3.3593970388125	0.47636726892083	0.604566468633843
"ENSMUSG00000028093"	-0.0842852612363508	4.64513929282666	0.476435988259514	0.604601730955668
"ENSMUSG00000105201"	0.414735846627206	-1.62926126082853	0.476656143725375	0.604764569962726
"ENSMUSG00000053565"	-0.1113965326267	5.07325895230457	0.47668133335322	0.604764569962726
"ENSMUSG00000034893"	-0.0738661643231802	4.34241281296423	0.476704446546233	0.604764569962726
"ENSMUSG00000054752"	-0.288243496084153	-0.995428821190297	0.47672808991713	0.604764569962726
"ENSMUSG00000039953"	-0.11141764584788	2.01259492375681	0.476903864390357	0.604935595761386
"ENSMUSG00000030922"	0.169041521228652	1.67594799766076	0.477140089956583	0.60514784099247
"ENSMUSG00000032519"	0.11348045079175	3.76166150179016	0.477153131766981	0.60514784099247
"ENSMUSG00000057440"	0.118399635453781	2.58758488115924	0.477218060248145	0.605174561386063
"ENSMUSG00000022498"	-0.0742885385673606	4.7870822884359	0.477285048567498	0.605174561386063
"ENSMUSG00000003355"	0.205437287141228	1.44709175817339	0.477297120215724	0.605174561386063
"ENSMUSG00000051256"	0.126363366997746	3.91498763610975	0.477552702687154	0.605446645381052
"ENSMUSG00000060798"	-0.113907508839098	2.09491453711906	0.477896732169006	0.605787683770743
"ENSMUSG00000090110"	-0.146363567571451	0.788022154924025	0.477939456028312	0.605787683770743
"ENSMUSG00000071419"	0.445573128140341	-1.51529651719444	0.477953145875064	0.605787683770743
"ENSMUSG00000108231"	0.295148012339552	-1.35350140647123	0.477985759422088	0.605787683770743
"ENSMUSG00000003848"	-0.0999711921417057	2.55064328261671	0.478303405554918	0.606138249682209
"ENSMUSG00000030188"	0.240398310053761	-0.167174674080528	0.478635412439982	0.60650695279157
"ENSMUSG00000071347"	0.215720699928037	-0.749379456613098	0.47871544711134	0.606556331288881
"ENSMUSG00000042148"	-0.110330561801637	3.30956418587515	0.478814618140116	0.60662994595381
"ENSMUSG00000032583"	-0.0913651166511635	3.62518824787459	0.479066374518877	0.606849777498889
"ENSMUSG00000031442"	0.272338652327597	-0.716887059626254	0.479070305053287	0.606849777498889
"ENSMUSG00000056459"	0.156133211360408	0.671034539920049	0.479191741301145	0.60695154952559
"ENSMUSG00000022682"	-0.0741354289233935	4.48378545417075	0.479248779802605	0.606971743927669
"ENSMUSG00000023266"	-0.183761326609439	0.439219397463492	0.479854573902751	0.607686877865355
"ENSMUSG00000078427"	-0.107104201774523	4.35787589852775	0.48041335058144	0.60834235151645
"ENSMUSG00000055612"	-0.226555093984284	-0.539631889115357	0.480483128903447	0.608378552413538
"ENSMUSG00000020775"	-0.10513687612225	5.05024050488879	0.48076113061033	0.608678372973991
"ENSMUSG00000057522"	0.0638553556201927	6.83253647811667	0.481048601354371	0.608990129596645
"ENSMUSG00000014426"	-0.101853792738957	4.02125184822124	0.481318645079626	0.609279772696785
"ENSMUSG00000012848"	0.149365829921346	6.74871262919839	0.481554547033774	0.609526151314495
"ENSMUSG00000035297"	0.0869536974471695	5.24368650875591	0.481804451747245	0.609790210137687
"ENSMUSG00000112278"	0.228676518314702	-0.442902691014623	0.481868826277037	0.609819429707123
"ENSMUSG00000028862"	0.213278241421751	1.72251641212743	0.481955944060161	0.609877424072017
"ENSMUSG00000055707"	0.099639117761047	1.9096783516432	0.482127944419037	0.61004281153681
"ENSMUSG00000105881"	-0.167911780459463	1.95610081909411	0.482367321616272	0.610275748063333
"ENSMUSG00000002968"	-0.10364445876365	4.84327216611361	0.482394675601856	0.610275748063333
"ENSMUSG00000002963"	-0.113687752537899	3.76810937734785	0.482669216740838	0.610532530248094
"ENSMUSG00000006241"	0.141703827752168	1.32590201920823	0.482680321984225	0.610532530248094
"ENSMUSG00000097731"	0.589162826006225	-1.87464224751908	0.48283947246301	0.610681538643488
"ENSMUSG00000000247"	-0.112865035122846	1.296742210636	0.483041210468298	0.610884380393592
"ENSMUSG00000035649"	0.10912459658685	3.44374351463298	0.483260639742308	0.611109558989202
"ENSMUSG00000061533"	0.167617977749767	0.32093037119862	0.483480191843911	0.611334854339061
"ENSMUSG00000106574"	0.36158279118949	-1.02299641151958	0.483731117936739	0.611599778456226
"ENSMUSG00000028600"	-0.130951769847444	1.630315625416	0.483788404113392	0.611619851815013
"ENSMUSG00000022003"	-0.117479037497752	4.67742592948969	0.484259412625935	0.612162917193175
"ENSMUSG00000061458"	-0.0800213461239473	2.68060064835646	0.484476704461142	0.612385188266245
"ENSMUSG00000055239"	-0.0857251400472872	6.37811829009454	0.484584836609207	0.612469453766728
"ENSMUSG00000017561"	-0.0790859258144741	2.65125607389475	0.48482120793235	0.612715773180526
"ENSMUSG00000021072"	-0.0759881807767118	5.32115519505981	0.48489700774722	0.612748070754869
"ENSMUSG00000019969"	-0.07549266159733	5.14364494467313	0.485009742055605	0.612748070754869
"ENSMUSG00000038550"	0.165810140051037	4.46976664618301	0.485016584952404	0.612748070754869
"ENSMUSG00000111594"	-0.22498718310804	-0.620884713146829	0.485028634617089	0.612748070754869
"ENSMUSG00000035692"	0.200154728601853	1.79568833460782	0.485082632560482	0.612748070754869
"ENSMUSG00000042198"	-0.10001220319216	2.87934231081172	0.485095679846763	0.612748070754869
"ENSMUSG00000022751"	0.10845439364586	5.77017011923588	0.485146701742953	0.612760114994306
"ENSMUSG00000029102"	0.129425023828592	7.0002638874131	0.485268273523821	0.612861256942868
"ENSMUSG00000020289"	0.0847058812314646	3.29451426891173	0.485310604916483	0.612862314861188
"ENSMUSG00000030380"	0.236869981008627	-1.26755236396818	0.48553238334733	0.613089963412846
"ENSMUSG00000078779"	-0.135067338291334	1.31220569734035	0.485594274307511	0.613090161406178
"ENSMUSG00000034484"	0.0850569298400082	5.72342550122808	0.485615558448942	0.613090161406178
"ENSMUSG00000030435"	-0.111813020580043	5.15768775535365	0.48572583769696	0.613131530119524
"ENSMUSG00000057098"	0.303045374125685	-1.11722797949085	0.485731349622786	0.613131530119524
"ENSMUSG00000032567"	-0.122434651276356	1.58681816910483	0.485863838660559	0.61324635934169
"ENSMUSG00000038570"	-0.230932840983603	-0.87780650506539	0.486340792059068	0.613795906922364
"ENSMUSG00000029190"	0.0983481858302015	6.42299220600036	0.486403260012419	0.613822295829069
"ENSMUSG00000047246"	0.479648708561088	-1.5593128744645	0.486585804939996	0.614000199826035
"ENSMUSG00000099669"	0.385753784405673	-1.55577990220693	0.486664378125851	0.614046887486659
"ENSMUSG00000034557"	-0.0958854324594721	5.19020358886028	0.486803185678423	0.614169561157453
"ENSMUSG00000038068"	0.100648932184029	5.40588326537216	0.486955353295594	0.614309068002726
"ENSMUSG00000042670"	0.154718795335597	4.04114982771555	0.487054924405949	0.614382204584155
"ENSMUSG00000051748"	-0.125106815688988	7.15805710527751	0.487216033415344	0.614532947356501
"ENSMUSG00000038510"	-0.114253471677216	3.43528997607712	0.487257868653308	0.614533235420489
"ENSMUSG00000006215"	-0.120982641923985	2.74565214612061	0.487424797930417	0.614691279493875
"ENSMUSG00000027636"	0.272275341389088	-0.917184629160105	0.487540098172439	0.614784192777847
"ENSMUSG00000100153"	0.172228883962507	0.31022389495536	0.487647062246188	0.614860754089889
"ENSMUSG00000118423"	-0.215075072916346	-0.828130397445065	0.487697679391243	0.614860754089889
"ENSMUSG00000059325"	-0.134411124345084	4.60406473308286	0.487725700400619	0.614860754089889
"ENSMUSG00000000420"	0.0724701964262072	6.02288891398926	0.487771082804292	0.614865485450149
"ENSMUSG00000096472"	0.188056028040201	0.368947191413275	0.488130394650898	0.615174403039971
"ENSMUSG00000007379"	-0.216023871793983	-0.330098978042473	0.488131666011721	0.615174403039971
"ENSMUSG00000086657"	0.207940558220217	-0.361031230234017	0.488141097063538	0.615174403039971
"ENSMUSG00000108477"	-0.236303496716965	-0.480713625143856	0.488310701187429	0.615335641714728
"ENSMUSG00000021413"	-0.0846015004729901	5.69872906996676	0.488489362044498	0.6154540498718
"ENSMUSG00000053477"	-0.074252617065388	4.06553023671935	0.488495688936082	0.6154540498718
"ENSMUSG00000038637"	-0.134756012950465	1.89008221164976	0.48852967371002	0.6154540498718
"ENSMUSG00000078435"	-0.147263668036574	1.02426269782607	0.488689107328359	0.615602397888261
"ENSMUSG00000029090"	-0.0822556434820994	5.07853026522399	0.488808661371232	0.615700488525763
"ENSMUSG00000025981"	0.143791310540137	5.39233593459371	0.488997961802875	0.615886407080112
"ENSMUSG00000019467"	0.224557094540546	0.044103884317022	0.48924507895136	0.616121743310734
"ENSMUSG00000042870"	0.0819530457455789	4.44337541327912	0.48926824152279	0.616121743310734
"ENSMUSG00000027858"	0.144549526918671	1.01882850730886	0.489546595234467	0.616384169874194
"ENSMUSG00000078429"	-0.0859192155299488	5.34838940233201	0.489594874593194	0.616384169874194
"ENSMUSG00000027198"	-0.0867261155420833	4.49735463648452	0.489601833511445	0.616384169874194
"ENSMUSG00000031637"	0.26022548211117	-0.636228699690486	0.489702400965203	0.616458234233021
"ENSMUSG00000032913"	0.115734329598997	2.56061045557011	0.489882439415645	0.616632318916744
"ENSMUSG00000019338"	-0.122951183473253	3.11279023941042	0.489952063698298	0.616667403564027
"ENSMUSG00000026578"	0.103571350858403	2.50721073005401	0.490058082797903	0.616748285866141
"ENSMUSG00000020248"	-0.0733658821751382	4.28521316393889	0.490252445902516	0.616918155672482
"ENSMUSG00000038121"	0.0848226828560309	6.98606245815693	0.49027659521216	0.616918155672482
"ENSMUSG00000022812"	-0.093096423004953	5.88606894044196	0.490386324071883	0.617003663560926
"ENSMUSG00000105645"	-0.40945344817831	-0.212122001448374	0.490500444785231	0.617094682238319
"ENSMUSG00000066443"	0.307784427373402	-0.186012119973972	0.490637939949975	0.617215090116782
"ENSMUSG00000051427"	-0.093270246526414	3.47190801598676	0.490691874630531	0.61723036861633
"ENSMUSG00000015335"	-0.0989146111781003	3.05017948656883	0.491246159153027	0.617874969828
"ENSMUSG00000035049"	0.112135394731406	2.96487325152826	0.491586215425979	0.618250034216766
"ENSMUSG00000022526"	-0.154358929232838	0.281663879928202	0.492007033503581	0.618680805400971
"ENSMUSG00000032014"	-0.113101616608593	7.19067541655922	0.492012507802289	0.618680805400971
